Zeitstempel,Lernerfolg [Ich kann ein Buch zu einem Thema im Katalog plus der BLB finden und ausleihen.],Lernerfolg [Ich kann einen Artikel zu einem Thema im Katalog plus der BLB finden.],Lernerfolg [Ich finde mich im Gebäude der BLB zurecht.],"Lernerfolg [Was ich in dieser Schulung gelernt habe, ist für mich nützlich.]",Das fand ich für mich besonders wichtig! [Tipps zum Finden von Suchbegriffen mit dem Brockhaus],Das fand ich für mich besonders wichtig! [Finden von Büchern & Artikeln],Das fand ich für mich besonders wichtig! [Übungen zur Datenbank Statista],Das fand ich für mich besonders wichtig! [Rundgang durch die Bibliothek],Das fand ich für mich besonders wichtig! [Alles rund um Ausleihe und Benutzerkonto],Inhalte und Ablauf der Schulung [Der Ablauf der Schulung war für mich nachvollziehbar.],Inhalte und Ablauf der Schulung [Das selbständige Arbeiten mit Moodle hat mir gefallen.],Inhalte und Ablauf der Schulung [Die Aufgaben waren verständlich formuliert.],Inhalte und Ablauf der Schulung [Die Quizrunden haben mir gefallen.],Der Anspruch war für mich...,Die Dauer der Schulung war für mich...,Hier können Sie uns eine Note geben. ,Wollen Sie uns noch etwas mitteilen? ,Das fand ich für mich besonders wichtig! [Informationen zur Datenbank Statista]
28.03.2023 16:35:21,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,4 (trifft überhaupt nicht zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),2,zu leicht,gerade richtig,2,,4 (trifft überhaupt nicht zu)
05.04.2023 10:54:00,,,,,,,,,,,,,,,,,,
19.04.2023 10:59:43,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
19.04.2023 10:59:56,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
19.04.2023 11:00:01,1 (trifft voll und ganz zu),2,2,2,2,1 (trifft voll und ganz zu),,3,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
19.04.2023 11:00:10,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
19.04.2023 11:00:11,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),zu leicht,gerade richtig,2,,1 (trifft voll und ganz zu)
19.04.2023 11:00:31,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,ne,1 (trifft voll und ganz zu)
19.04.2023 11:00:35,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
19.04.2023 11:00:38,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),4 (trifft überhaupt nicht zu),gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
27.04.2023 11:11:31,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),3,2,,3,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),zu leicht,gerade richtig,1,,1 (trifft voll und ganz zu)
27.04.2023 11:11:36,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),2,,gerade richtig,1,,1 (trifft voll und ganz zu)
27.04.2023 11:11:59,2,2,2,2,2,1 (trifft voll und ganz zu),,2,2,,,,3,gerade richtig,zu lang,2,,2
27.04.2023 11:12:17,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,2,gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
27.04.2023 11:12:29,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,,2,,3
27.04.2023 11:12:30,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,2,gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
27.04.2023 11:12:50,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),3,2,,2,2,2,,2,3,gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
27.04.2023 11:12:54,2,2,1 (trifft voll und ganz zu),2,2,1 (trifft voll und ganz zu),,2,2,1 (trifft voll und ganz zu),,2,2,gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
05.05.2023 11:44:48,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),3,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
05.05.2023 11:45:03,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
05.05.2023 11:46:15,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
05.05.2023 11:46:45,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
05.05.2023 11:47:09,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,,2,1 (trifft voll und ganz zu),2,,2,1 (trifft voll und ganz zu),,,1,,1 (trifft voll und ganz zu)
05.05.2023 11:50:39,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),2,2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,2
05.05.2023 11:51:52,1 (trifft voll und ganz zu),2,3,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),2,2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),zu leicht,gerade richtig,1,,3
05.05.2023 11:52:17,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),zu leicht,gerade richtig,1,ich bedanke mich bei Ihnen für Ihre Mühe unnd Zeit ,1 (trifft voll und ganz zu)
05.05.2023 11:53:33,2,2,2,1 (trifft voll und ganz zu),2,3,,2,2,2,,3,1 (trifft voll und ganz zu),,,2,,1 (trifft voll und ganz zu)
05.05.2023 11:54:15,2,2,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
05.05.2023 11:54:22,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,6,"Es war für mich ein Ehre, mich heute zur Präsentation Ihrer Bibliothek begrüßen zu dürfen und freue mich drauf, Mitglied zu werden.",1 (trifft voll und ganz zu)
08.05.2023 11:22:39,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,3,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,
08.05.2023 11:22:41,2,2,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
08.05.2023 11:23:05,2,2,2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,3,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,3
08.05.2023 11:23:09,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
08.05.2023 11:23:09,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,2
08.05.2023 11:23:22,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,gerade richtig,1,Sehr freundlich ,2
08.05.2023 11:23:28,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
08.05.2023 11:23:41,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),3,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,3,2,,2,1 (trifft voll und ganz zu),zu leicht,zu lang,2,raucherpause bitte ,1 (trifft voll und ganz zu)
08.05.2023 11:24:15,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,"Sehr nette Atmosphäre, flüssiger und angenehmer Vortrag, sehr informativ und an die Zielgruppe angepasst. Super!",1 (trifft voll und ganz zu)
08.05.2023 11:42:42,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,"super gemacht, weiter so ! VIELEN DANK :)",1 (trifft voll und ganz zu)
08.05.2023 11:42:53,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,2,1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
08.05.2023 11:42:58,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),3,1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),2,gerade richtig,gerade richtig,3,,1 (trifft voll und ganz zu)
08.05.2023 11:43:30,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,es war gut ,1 (trifft voll und ganz zu)
08.05.2023 11:43:36,2,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
08.05.2023 11:44:13,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),2,2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
09.05.2023 11:36:45,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),zu leicht,gerade richtig,1,,1 (trifft voll und ganz zu)
09.05.2023 11:37:30,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
09.05.2023 11:37:42,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
09.05.2023 11:37:59,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),2,2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),zu leicht,gerade richtig,2,,1 (trifft voll und ganz zu)
09.05.2023 11:38:01,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,zu kurz,2,,3
09.05.2023 11:38:06,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,2
09.05.2023 11:38:32,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
09.05.2023 11:38:54,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),zu leicht,gerade richtig,1,,1 (trifft voll und ganz zu)
09.05.2023 11:39:06,2,2,3,3,3,2,,3,2,1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,Bitte statten Sie die Laptops in Zukunft mit externen Mäusen aus.,2
09.05.2023 11:39:38,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),3,2,,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,Als Lehrer begeistert,1 (trifft voll und ganz zu)
09.05.2023 11:39:40,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
12.05.2023 11:19:35,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,zu lang,2,,1 (trifft voll und ganz zu)
12.05.2023 11:20:05,2,2,2,1 (trifft voll und ganz zu),3,2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,2
12.05.2023 11:20:54,2,2,2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,zu lang,2,,2
12.05.2023 11:21:03,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,2,2,,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,Nö,1 (trifft voll und ganz zu)
12.05.2023 11:21:44,1 (trifft voll und ganz zu),2,3,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),4 (trifft überhaupt nicht zu),gerade richtig,gerade richtig,2,,2
12.05.2023 11:21:58,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),3,1 (trifft voll und ganz zu),3,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
12.05.2023 11:21:59,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),3,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,,2,1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
12.05.2023 11:22:21,2,2,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,"Zettel, wo nochmal alles grob zusammengefasst wird.",1 (trifft voll und ganz zu)
12.05.2023 11:22:43,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),3,1 (trifft voll und ganz zu),3,2,,3,2,2,,2,2,gerade richtig,gerade richtig,2,,2
15.05.2023 11:05:49,2,2,3,3,2,2,,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),2,gerade richtig,zu lang,3,,1 (trifft voll und ganz zu)
15.05.2023 11:06:12,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,zu lang,2,War sehr interessant und hilfreich,1 (trifft voll und ganz zu)
15.05.2023 11:06:32,2,2,3,1 (trifft voll und ganz zu),4 (trifft überhaupt nicht zu),1 (trifft voll und ganz zu),,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,Mit etwas mehr Energie präsentieren. ,1 (trifft voll und ganz zu)
15.05.2023 11:06:59,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,4 (trifft überhaupt nicht zu),2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),zu leicht,gerade richtig,2,,3
15.05.2023 11:08:19,2,2,3,3,1 (trifft voll und ganz zu),3,,1 (trifft voll und ganz zu),4 (trifft überhaupt nicht zu),3,,4 (trifft überhaupt nicht zu),4 (trifft überhaupt nicht zu),zu leicht,zu kurz,4,,2
15.05.2023 11:08:51,2,2,3,1 (trifft voll und ganz zu),4 (trifft überhaupt nicht zu),2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,,3,1 (trifft voll und ganz zu),gerade richtig,gerade richtig,3,Es sollte mehr Aufgaben zum Zurechtfinden im Gebäude geben. An der Freundlichkeit des Personals sollte gearbeitet werden,1 (trifft voll und ganz zu)
15.05.2023 11:08:53,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,Die Besprechung der Gruppenaufträge war etwas zu schnell. Vor allem wenn man sich nicht mit dem Thema beschäftigt hat.,1 (trifft voll und ganz zu)
17.05.2023 11:10:42,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,2
17.05.2023 11:10:47,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,Der Rundgang hat mir sehr gefallen :),2
17.05.2023 11:10:49,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),3,1 (trifft voll und ganz zu),,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
17.05.2023 11:10:57,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
17.05.2023 11:11:08,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,3,1 (trifft voll und ganz zu),,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),2,gerade richtig,gerade richtig,1,,2
17.05.2023 11:11:10,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,Nette Schulungsleiterin und eine angenehme Führung / Schulung insgesamt,1 (trifft voll und ganz zu)
